pelicula_id,usuario_id,rating,fecha
362,76662,1,2016-02-18T09:32:36Z
11,61467,0,2016-02-16T16:10:29Z
77,77888,4,2016-02-16T05:43:57Z
61,78156,0,2016-02-16T16:06:23Z
38,40263,2,2016-02-17T07:36:59Z
08,89342,1,2016-02-19T07:38:14Z
15,83129,4,2016-02-20T05:35:06Z
415,68569,2,2016-02-20T01:46:51Z
614,1029,2,2016-02-18T01:47:07Z
49,16440,1,2016-02-19T16:08:08Z
15,5354,3,2016-02-15T17:42:17Z
35,80311,2,2016-02-15T08:02:15Z
218,43340,2,2016-02-16T03:57:02Z
36,65234,3,2016-02-16T07:54:54Z
915,77220,0,2016-02-17T12:55:30Z
08,91561,4,2016-02-20T06:46:13Z
815,99279,3,2016-02-17T13:54:12Z
322,3910,2,2016-02-15T04:17:05Z
714,27535,0,2016-02-19T10:55:01Z
718,58431,0,2016-02-18T05:40:24Z
225,92302,4,2016-02-16T10:10:14Z
765,56115,0,2016-02-15T06:36:11Z
425,72053,1,2016-02-20T19:22:14Z
69,29698,3,2016-02-15T03:27:04Z
617,66171,0,2016-02-15T12:01:02Z
610,27960,2,2016-02-19T21:27:59Z
11,33210,3,2016-02-17T19:41:13Z
719,37032,2,2016-02-15T04:47:34Z
76,53830,2,2016-02-19T04:17:28Z
21,77026,3,2016-02-16T04:46:50Z
216,63785,1,2016-02-15T09:17:25Z
220,47577,2,2016-02-17T00:19:51Z
218,29526,0,2016-02-16T04:27:07Z
415,83033,0,2016-02-16T16:30:25Z
412,90162,3,2016-02-16T10:27:20Z
220,83339,2,2016-02-15T00:54:46Z
720,60313,3,2016-02-18T04:07:38Z
39,15375,3,2016-02-18T14:26:58Z
23,12572,4,2016-02-17T01:07:12Z
711,87314,2,2016-02-14T23:16:37Z
213,84676,1,2016-02-20T20:24:48Z
622,15828,2,2016-02-17T20:00:52Z
780,91092,4,2016-02-17T19:02:21Z
719,65070,2,2016-02-18T15:39:25Z
45,99943,4,2016-02-16T09:30:03Z
09,33479,4,2016-02-19T20:04:14Z
41,1073,2,2016-02-16T14:38:12Z
06,19589,2,2016-02-18T17:36:59Z
322,64504,1,2016-02-18T18:39:29Z
220,99733,1,2016-02-17T18:12:42Z
610,93256,0,2016-02-15T09:28:49Z
74,35800,0,2016-02-16T20:29:20Z
318,26502,4,2016-02-18T21:56:39Z
616,79505,2,2016-02-17T05:58:01Z
14,43758,0,2016-02-16T16:40:03Z
414,41275,2,2016-02-16T19:59:24Z
719,63623,1,2016-02-15T09:03:48Z
324,48234,0,2016-02-15T00:51:17Z
20,53434,3,2016-02-19T10:15:27Z
718,28287,2,2016-02-17T13:51:14Z
10,81750,0,2016-02-15T03:37:58Z
61,1398,0,2016-02-15T23:57:09Z
77,17814,0,2016-02-19T08:04:47Z
22,71298,1,2016-02-15T12:13:16Z
72,31873,1,2016-02-17T17:26:19Z
311,55509,1,2016-02-16T03:56:19Z
311,90535,3,2016-02-18T03:42:23Z
23,83027,3,2016-02-18T12:35:06Z
10,3852,4,2016-02-16T00:08:24Z
73,1014,4,2016-02-20T15:05:41Z
45,58614,1,2016-02-15T10:00:05Z
412,42818,3,2016-02-20T10:55:11Z
225,71057,2,2016-02-19T16:51:34Z
42,36493,4,2016-02-15T22:26:40Z
74,86758,3,2016-02-16T04:34:07Z
48,39184,1,2016-02-17T12:02:16Z
11,14018,4,2016-02-16T11:36:42Z
20,89249,3,2016-02-20T17:26:07Z
417,31399,4,2016-02-16T20:30:10Z
74,92471,1,2016-02-20T00:41:44Z
33,55792,2,2016-02-20T05:31:18Z
66,36463,2,2016-02-18T12:26:05Z
620,10453,2,2016-02-18T08:25:54Z
219,83117,2,2016-02-16T16:54:50Z
320,78393,2,2016-02-17T02:18:20Z
65,29618,4,2016-02-15T14:25:30Z
06,60168,4,2016-02-17T20:53:46Z
11,8738,2,2016-02-16T07:59:38Z
211,14261,4,2016-02-20T19:19:07Z
323,55703,3,2016-02-18T18:40:33Z
220,53977,1,2016-02-16T03:04:55Z
316,23350,1,2016-02-15T21:12:46Z
211,54067,3,2016-02-17T11:27:51Z
715,49877,0,2016-02-18T14:55:28Z
49,22732,1,2016-02-19T11:53:17Z
21,1890,4,2016-02-17T17:17:31Z
69,46298,1,2016-02-18T16:01:05Z
422,64475,3,2016-02-15T07:02:35Z
213,63525,2,2016-02-20T21:11:18Z
11,5939,4,2016-02-15T21:49:25Z
14,78605,2,2016-02-18T08:45:32Z
425,16191,1,2016-02-18T04:25:44Z
317,81339,2,2016-02-17T04:15:41Z
714,81244,3,2016-02-20T12:04:35Z
710,41721,3,2016-02-15T19:21:10Z
33,34218,1,2016-02-17T06:46:23Z
324,86225,0,2016-02-18T03:16:10Z
215,91578,1,2016-02-18T23:00:37Z
618,99070,2,2016-02-19T09:59:05Z
725,85838,2,2016-02-15T08:45:52Z
01,69678,3,2016-02-16T01:33:35Z
714,39874,3,2016-02-16T02:45:17Z
211,28287,4,2016-02-18T22:14:25Z
418,92433,1,2016-02-19T16:17:18Z
765,11035,3,2016-02-18T07:06:27Z
317,38778,0,2016-02-16T13:38:33Z
72,85514,3,2016-02-17T02:25:27Z
31,43330,0,2016-02-17T23:26:36Z
65,19896,3,2016-02-17T01:02:53Z
615,47667,2,2016-02-20T11:45:26Z
07,79781,0,2016-02-20T16:01:53Z
710,22270,2,2016-02-15T23:12:24Z
63,70573,0,2016-02-15T18:14:57Z
317,31127,2,2016-02-15T04:13:19Z
09,66710,0,2016-02-20T12:23:31Z
711,5375,2,2016-02-17T06:37:50Z
316,4225,4,2016-02-19T19:23:53Z
39,21777,3,2016-02-17T14:30:20Z
20,53849,1,2016-02-17T23:39:10Z
220,8970,2,2016-02-19T04:15:56Z
65,18537,3,2016-02-16T16:54:01Z
24,27844,3,2016-02-16T03:58:47Z
322,2979,2,2016-02-19T17:32:31Z
613,32921,3,2016-02-19T15:54:58Z
223,16826,0,2016-02-15T12:23:27Z
325,93024,3,2016-02-16T08:19:47Z
415,42659,1,2016-02-16T08:42:54Z
315,40729,2,2016-02-18T07:52:02Z
216,69459,2,2016-02-17T11:26:11Z
615,5662,3,2016-02-19T23:26:57Z
716,81281,4,2016-02-17T19:07:17Z
713,50916,4,2016-02-16T00:38:12Z
325,30907,4,2016-02-17T06:47:00Z
614,83056,4,2016-02-14T23:18:18Z
65,46771,2,2016-02-19T19:26:15Z
414,65094,1,2016-02-20T03:52:39Z
423,72830,3,2016-02-18T03:13:50Z
623,94973,4,2016-02-18T17:05:44Z
10,68962,1,2016-02-15T06:07:52Z
10,11316,4,2016-02-20T04:59:57Z
43,42789,1,2016-02-19T09:48:04Z
45,47427,1,2016-02-20T15:10:35Z
417,85962,3,2016-02-16T17:41:47Z
217,97426,3,2016-02-17T06:35:54Z
24,70854,4,2016-02-16T20:37:52Z
31,44704,0,2016-02-19T10:32:43Z
07,12544,0,2016-02-20T06:59:42Z
325,23090,4,2016-02-16T11:39:54Z
714,17166,0,2016-02-19T05:04:35Z
12,15590,0,2016-02-15T01:17:31Z
220,91670,1,2016-02-17T08:53:27Z
211,89891,1,2016-02-18T01:11:32Z
310,26169,1,2016-02-17T02:17:15Z
323,29984,2,2016-02-19T09:09:25Z
612,8226,0,2016-02-15T07:48:24Z
23,27107,4,2016-02-16T11:16:43Z
47,54791,0,2016-02-20T12:16:28Z
66,88215,2,2016-02-15T22:56:15Z
213,50643,1,2016-02-15T06:50:40Z
621,49876,2,2016-02-15T21:18:00Z
317,18231,3,2016-02-17T17:24:49Z
28,86263,1,2016-02-18T15:21:46Z
66,41257,2,2016-02-18T04:12:42Z
613,10227,1,2016-02-15T15:54:54Z
66,51686,2,2016-02-17T05:04:27Z
712,63666,2,2016-02-19T03:14:16Z
48,70670,4,2016-02-16T04:59:06Z
316,92018,4,2016-02-17T23:49:32Z
35,47494,2,2016-02-19T06:10:03Z
780,18162,0,2016-02-20T16:09:45Z
410,38155,0,2016-02-17T11:02:36Z
07,44034,2,2016-02-15T18:19:05Z
712,69420,4,2016-02-16T18:35:50Z
722,93972,2,2016-02-17T11:32:51Z
624,67303,4,2016-02-15T10:13:59Z
79,21878,3,2016-02-15T08:19:14Z
324,11796,1,2016-02-17T19:59:30Z
21,3258,1,2016-02-18T18:03:35Z
412,29443,0,2016-02-20T09:21:45Z
64,64173,3,2016-02-15T02:18:59Z
219,37583,2,2016-02-17T17:15:29Z
623,89190,4,2016-02-16T03:35:54Z
310,54683,1,2016-02-16T10:17:19Z
624,91056,2,2016-02-16T21:59:42Z
46,11258,0,2016-02-16T20:27:39Z
414,46041,3,2016-02-19T01:42:36Z
316,5447,1,2016-02-15T07:17:46Z
23,84858,4,2016-02-17T12:38:01Z
24,62871,2,2016-02-20T03:12:05Z
49,85075,2,2016-02-19T14:37:41Z
240,35552,2,2016-02-16T01:24:30Z
718,14446,3,2016-02-16T11:39:41Z
78,12642,4,2016-02-18T10:34:19Z
34,41052,1,2016-02-16T18:46:06Z
09,29540,4,2016-02-20T10:53:44Z
01,34698,4,2016-02-19T02:16:12Z
422,53550,1,2016-02-18T01:47:29Z
47,79242,4,2016-02-19T10:41:43Z
716,70112,2,2016-02-20T16:23:11Z
317,10526,2,2016-02-17T08:10:12Z
618,36190,2,2016-02-15T02:07:00Z
09,18626,4,2016-02-19T23:21:52Z
324,88198,1,2016-02-20T17:54:03Z
915,98563,2,2016-02-16T11:40:40Z
616,92629,2,2016-02-17T06:56:38Z
715,48269,2,2016-02-17T13:33:50Z
24,76672,1,2016-02-19T10:50:52Z
220,30056,3,2016-02-20T21:42:37Z
46,52922,1,2016-02-16T08:33:04Z
61,83324,1,2016-02-20T04:54:45Z
362,39656,2,2016-02-16T01:42:33Z
416,26718,2,2016-02-16T20:31:57Z
415,29635,2,2016-02-18T11:28:00Z
342,21388,1,2016-02-18T17:12:31Z
324,50873,4,2016-02-15T05:16:22Z
362,34157,3,2016-02-16T02:47:32Z
410,50176,3,2016-02-16T11:13:02Z
422,96316,2,2016-02-15T17:19:08Z
75,99719,0,2016-02-19T12:38:49Z
01,85974,3,2016-02-20T08:17:40Z
23,421,0,2016-02-15T19:56:28Z
12,34315,3,2016-02-18T18:09:25Z
422,9135,0,2016-02-18T17:33:57Z
780,75995,0,2016-02-19T19:27:30Z
05,20731,3,2016-02-17T00:05:47Z
716,70723,4,2016-02-19T05:19:04Z
324,7655,0,2016-02-16T10:28:37Z
20,96458,1,2016-02-17T13:45:32Z
41,12364,2,2016-02-19T20:38:31Z
10,73785,1,2016-02-19T10:57:04Z
46,18701,2,2016-02-17T05:13:26Z
712,3910,0,2016-02-19T02:57:33Z
217,20299,0,2016-02-18T16:51:25Z
615,45049,2,2016-02-19T14:28:24Z
63,83115,0,2016-02-16T18:56:21Z
719,4087,0,2016-02-17T11:52:57Z
64,95555,1,2016-02-16T11:05:06Z
780,23648,4,2016-02-16T22:36:14Z
423,52030,2,2016-02-18T16:44:40Z
765,48461,1,2016-02-17T06:39:19Z
425,20030,1,2016-02-17T14:43:32Z
28,98006,3,2016-02-16T15:42:30Z
65,162,1,2016-02-16T22:03:28Z
213,81522,4,2016-02-19T07:34:18Z
324,56894,2,2016-02-17T01:49:19Z
325,9415,1,2016-02-19T15:40:23Z
65,98895,2,2016-02-19T11:17:41Z
722,86410,4,2016-02-20T05:39:29Z
342,40995,2,2016-02-18T04:05:27Z
225,85045,0,2016-02-19T05:36:13Z
724,73559,3,2016-02-17T04:48:15Z
610,40592,0,2016-02-14T23:14:33Z
224,85403,1,2016-02-19T23:05:09Z
38,80613,4,2016-02-20T09:22:21Z
423,24810,4,2016-02-15T14:28:25Z
43,39,0,2016-02-19T20:05:06Z
217,50506,4,2016-02-20T05:26:04Z
425,82249,0,2016-02-20T16:10:11Z
617,23668,1,2016-02-15T00:14:25Z
412,77932,2,2016-02-18T23:00:36Z
28,26692,4,2016-02-16T16:50:08Z
414,7414,0,2016-02-15T06:24:33Z
322,3558,0,2016-02-20T16:04:02Z
310,24666,1,2016-02-16T13:16:18Z
324,73654,3,2016-02-19T04:20:04Z
714,47325,0,2016-02-15T08:00:45Z
20,19805,2,2016-02-16T00:45:32Z
417,68004,3,2016-02-20T17:50:28Z
720,44050,3,2016-02-16T23:11:13Z
712,72804,4,2016-02-17T19:08:24Z
23,93724,4,2016-02-18T02:46:32Z
19,14775,3,2016-02-15T13:36:31Z
317,13985,4,2016-02-20T05:04:21Z
33,58154,0,2016-02-17T19:54:37Z
78,48126,3,2016-02-20T02:18:34Z
12,25007,1,2016-02-16T21:46:16Z
14,76744,0,2016-02-20T07:28:12Z
617,98674,2,2016-02-16T18:51:16Z
29,91058,2,2016-02-16T02:18:17Z
39,8943,0,2016-02-15T20:05:45Z
220,66240,1,2016-02-16T20:31:37Z
10,84344,2,2016-02-19T18:36:00Z
13,26196,2,2016-02-15T05:56:51Z
225,96569,0,2016-02-18T03:41:05Z
418,28362,0,2016-02-20T03:36:47Z
02,1859,2,2016-02-18T06:02:28Z
29,23367,3,2016-02-17T01:30:32Z
18,41760,1,2016-02-19T19:54:34Z
18,75066,2,2016-02-16T02:30:29Z
225,7379,0,2016-02-18T14:52:38Z
614,26144,4,2016-02-17T06:04:45Z
617,96131,2,2016-02-19T09:09:39Z
33,36739,4,2016-02-15T17:34:38Z
724,28033,4,2016-02-15T12:58:15Z
18,86572,0,2016-02-17T05:58:46Z
76,30806,2,2016-02-17T11:53:35Z
11,11433,3,2016-02-18T09:28:21Z
412,32800,3,2016-02-18T15:21:45Z
77,19090,0,2016-02-19T14:20:17Z
610,47397,2,2016-02-19T00:37:35Z
710,71133,2,2016-02-15T14:43:09Z
43,38688,4,2016-02-17T01:07:16Z
21,12106,3,2016-02-15T08:10:18Z
12,18372,0,2016-02-20T15:44:07Z
21,3516,1,2016-02-16T20:54:16Z
622,59755,1,2016-02-20T06:06:49Z
312,39593,1,2016-02-18T00:02:22Z
624,73353,3,2016-02-16T11:01:57Z
10,44269,1,2016-02-17T10:00:02Z
14,16328,0,2016-02-19T14:19:49Z
45,97702,4,2016-02-15T01:45:40Z
617,32104,1,2016-02-20T09:35:16Z
315,94454,2,2016-02-20T16:49:47Z
03,57668,4,2016-02-17T16:29:11Z
69,88357,3,2016-02-15T04:36:20Z
416,83415,1,2016-02-15T02:04:13Z
46,53257,2,2016-02-18T01:39:53Z
214,87902,1,2016-02-15T04:03:41Z
915,21001,0,2016-02-19T21:21:59Z
714,27056,1,2016-02-19T17:50:10Z
77,88861,2,2016-02-18T14:15:18Z
610,14959,1,2016-02-19T14:10:53Z
712,26828,0,2016-02-19T22:23:53Z
240,90100,0,2016-02-15T17:22:20Z
21,58963,4,2016-02-19T22:56:23Z
617,21252,3,2016-02-20T16:32:28Z
218,93146,0,2016-02-17T17:29:44Z
610,56034,3,2016-02-18T07:01:14Z
20,18057,2,2016-02-16T20:49:25Z
213,19735,1,2016-02-17T16:00:22Z
422,68116,0,2016-02-16T22:02:58Z
621,32185,1,2016-02-18T03:32:44Z
710,12551,0,2016-02-16T12:15:40Z
214,89784,0,2016-02-17T20:56:04Z
216,64385,1,2016-02-19T05:26:14Z
69,25295,3,2016-02-17T01:00:56Z
315,75909,4,2016-02-17T20:04:06Z
612,2811,0,2016-02-16T01:42:54Z
79,31853,0,2016-02-15T00:58:54Z
617,10421,1,2016-02-18T06:42:28Z
19,81330,1,2016-02-15T06:12:57Z
20,38569,0,2016-02-17T18:23:59Z
20,77037,2,2016-02-15T00:46:20Z
62,47373,1,2016-02-20T16:06:03Z
613,74056,4,2016-02-15T06:54:01Z
315,53354,4,2016-02-17T17:57:17Z
624,12278,2,2016-02-20T18:54:31Z
217,7839,1,2016-02-18T09:21:30Z
815,51578,3,2016-02-19T08:33:44Z
619,72193,0,2016-02-16T18:43:09Z
13,52103,1,2016-02-17T08:30:18Z
610,10415,3,2016-02-19T17:52:21Z
13,39679,3,2016-02-15T18:50:26Z
617,51385,2,2016-02-15T08:04:56Z
716,83392,2,2016-02-20T09:41:12Z
61,12903,2,2016-02-18T09:22:25Z
418,77728,2,2016-02-15T12:39:53Z
712,51585,1,2016-02-18T14:52:06Z
46,42989,1,2016-02-18T17:54:28Z
719,99368,2,2016-02-16T08:04:47Z
216,59120,3,2016-02-15T07:52:19Z
20,47830,2,2016-02-18T09:51:14Z
715,58086,0,2016-02-15T10:22:07Z
220,59348,3,2016-02-20T07:43:16Z
02,31246,3,2016-02-18T22:45:49Z
79,74396,2,2016-02-14T23:56:25Z
325,19724,2,2016-02-19T23:10:43Z
323,37699,2,2016-02-19T04:33:29Z
18,70703,3,2016-02-18T12:32:47Z
425,95011,3,2016-02-15T09:52:58Z
619,94096,0,2016-02-16T04:23:04Z
320,28909,3,2016-02-17T02:26:55Z
211,50022,2,2016-02-19T05:28:00Z
25,86097,4,2016-02-16T18:27:19Z
624,6183,3,2016-02-18T12:02:40Z
618,35306,3,2016-02-20T14:10:51Z
717,87178,1,2016-02-20T10:55:16Z
418,70772,1,2016-02-19T13:29:04Z
64,62064,2,2016-02-20T17:36:00Z
425,60569,4,2016-02-17T20:47:19Z
38,88597,2,2016-02-19T09:43:14Z
621,6274,2,2016-02-20T16:24:51Z
04,40390,2,2016-02-17T12:41:16Z
713,63149,1,2016-02-15T02:10:26Z
217,61604,0,2016-02-16T07:30:35Z
03,86692,2,2016-02-18T20:36:22Z
220,8021,3,2016-02-14T23:34:00Z
718,7832,4,2016-02-17T08:51:03Z
22,42405,4,2016-02-16T04:08:07Z
211,31697,4,2016-02-18T21:56:36Z
612,15293,0,2016-02-17T18:16:50Z
613,647,0,2016-02-20T03:49:23Z
714,78621,0,2016-02-18T11:35:04Z
39,61524,4,2016-02-19T19:54:36Z
722,83026,0,2016-02-17T12:46:30Z
616,53891,3,2016-02-18T12:57:01Z
311,31026,1,2016-02-19T05:04:01Z
74,17279,4,2016-02-16T12:34:09Z
03,11055,4,2016-02-16T13:09:29Z
42,11281,4,2016-02-16T11:35:25Z
622,40526,3,2016-02-20T14:43:51Z
619,38702,3,2016-02-18T13:12:47Z
69,21438,1,2016-02-19T15:49:39Z
74,52042,1,2016-02-15T11:25:49Z
79,53762,2,2016-02-19T07:21:00Z
610,32221,3,2016-02-15T05:55:08Z
362,63487,4,2016-02-20T05:47:21Z
10,30425,1,2016-02-18T15:43:29Z
34,92611,2,2016-02-20T10:12:42Z
42,73333,0,2016-02-17T12:43:57Z
422,12894,2,2016-02-18T21:02:53Z
416,36207,4,2016-02-20T19:04:26Z
73,69500,2,2016-02-20T15:42:25Z
714,30588,2,2016-02-15T18:39:55Z
610,34436,1,2016-02-17T00:58:25Z
46,41794,2,2016-02-18T19:23:15Z
422,53136,1,2016-02-19T06:26:32Z
62,32441,0,2016-02-16T06:43:15Z
616,3294,3,2016-02-20T09:03:57Z
362,58305,0,2016-02-20T18:26:47Z
217,11234,2,2016-02-19T04:02:36Z
213,5682,4,2016-02-16T19:19:02Z
712,59314,0,2016-02-16T00:17:25Z
719,341,2,2016-02-19T09:31:22Z
418,39294,4,2016-02-18T18:40:18Z
72,46854,4,2016-02-18T18:33:05Z
39,93112,4,2016-02-17T18:14:39Z
328,76305,1,2016-02-20T17:53:22Z
11,60356,2,2016-02-17T16:10:42Z
425,25091,3,2016-02-20T15:09:58Z
423,43744,1,2016-02-16T15:30:25Z
312,23251,2,2016-02-19T16:48:57Z
418,58741,4,2016-02-15T02:47:10Z
210,50691,4,2016-02-17T04:19:41Z
07,52628,1,2016-02-16T22:16:32Z
06,62645,3,2016-02-19T07:21:28Z
62,64269,2,2016-02-16T16:29:32Z
414,28232,0,2016-02-20T16:04:51Z
02,45555,0,2016-02-18T22:06:45Z
03,88485,3,2016-02-16T12:26:09Z
315,96873,1,2016-02-19T22:45:57Z
418,24903,4,2016-02-16T11:49:57Z
34,92419,4,2016-02-15T20:17:05Z
68,31238,0,2016-02-18T19:38:29Z
23,51933,1,2016-02-18T09:21:24Z
01,52600,3,2016-02-18T19:42:04Z
415,54656,0,2016-02-15T01:01:16Z
219,38357,1,2016-02-17T12:14:43Z
39,24291,2,2016-02-15T22:27:40Z
416,6456,2,2016-02-18T00:12:11Z
719,21614,4,2016-02-17T09:35:10Z
624,43270,1,2016-02-19T10:21:17Z
220,31790,3,2016-02-20T06:50:56Z
34,18700,1,2016-02-15T11:30:41Z
610,62421,1,2016-02-17T20:16:10Z
03,66630,3,2016-02-20T05:00:58Z
915,82596,2,2016-02-16T18:59:00Z
411,90461,4,2016-02-18T20:43:08Z
33,91109,0,2016-02-16T18:57:53Z
79,39737,1,2016-02-18T22:17:05Z
19,35742,2,2016-02-20T04:49:23Z
61,5286,1,2016-02-19T11:51:11Z
765,27948,2,2016-02-18T18:45:38Z
715,50301,2,2016-02-18T21:05:17Z
220,40718,4,2016-02-19T12:28:27Z
418,35404,0,2016-02-17T02:20:01Z
73,87417,1,2016-02-15T22:39:27Z
24,40342,2,2016-02-20T05:27:43Z
710,97584,1,2016-02-16T10:23:36Z
624,6858,3,2016-02-16T17:00:30Z
41,30371,0,2016-02-16T02:01:43Z
416,66925,2,2016-02-16T07:39:06Z
45,69373,2,2016-02-17T12:00:31Z
20,19261,3,2016-02-19T07:17:19Z
410,93890,3,2016-02-15T11:02:52Z
44,57644,3,2016-02-16T17:35:36Z
620,57439,3,2016-02-18T17:16:31Z
63,66021,1,2016-02-20T17:40:25Z
43,48932,3,2016-02-19T18:36:27Z
780,71277,3,2016-02-15T10:41:00Z
720,36832,0,2016-02-15T01:02:01Z
362,63521,4,2016-02-17T04:05:27Z
24,92786,3,2016-02-18T21:55:55Z
342,94856,2,2016-02-20T09:28:14Z
410,36703,0,2016-02-19T18:09:51Z
224,35357,2,2016-02-16T20:35:53Z
719,59804,0,2016-02-20T15:24:32Z
422,33457,1,2016-02-17T13:25:42Z
08,85808,3,2016-02-17T10:45:11Z
48,50561,3,2016-02-19T01:49:29Z
712,98411,0,2016-02-18T09:38:17Z
240,93761,3,2016-02-19T00:40:13Z
322,72225,1,2016-02-19T19:38:34Z
623,46963,0,2016-02-19T11:12:55Z
66,68182,4,2016-02-19T23:11:30Z
63,36609,4,2016-02-18T14:54:54Z
713,72038,1,2016-02-19T14:18:33Z
31,17630,3,2016-02-19T19:18:59Z
63,97540,2,2016-02-15T09:48:11Z
719,37036,0,2016-02-20T19:22:18Z
33,47701,4,2016-02-19T06:42:14Z
43,64036,2,2016-02-19T23:09:55Z
49,45149,2,2016-02-20T07:03:48Z
325,24974,3,2016-02-19T19:34:35Z
23,74169,4,2016-02-19T00:56:38Z
21,97627,1,2016-02-15T06:15:44Z
716,79678,4,2016-02-20T02:04:18Z
422,87993,4,2016-02-20T00:42:47Z
716,95885,2,2016-02-19T01:55:16Z
02,30658,0,2016-02-20T14:40:55Z
722,43081,3,2016-02-16T18:08:31Z
625,896,4,2016-02-19T07:17:31Z
718,96461,2,2016-02-17T05:47:56Z
610,16134,2,2016-02-20T14:38:23Z
01,94019,1,2016-02-19T04:50:40Z
317,17516,2,2016-02-19T05:07:13Z
323,59877,1,2016-02-19T06:51:51Z
720,69611,2,2016-02-18T19:41:39Z
315,65004,0,2016-02-18T20:39:07Z
04,10343,3,2016-02-17T20:46:21Z
31,85855,2,2016-02-15T02:38:52Z
31,16606,2,2016-02-17T08:36:32Z
44,19657,1,2016-02-19T14:08:45Z
425,56960,0,2016-02-20T12:27:44Z
215,97734,1,2016-02-15T07:38:32Z
69,69500,3,2016-02-17T16:30:13Z
74,12200,4,2016-02-19T23:52:31Z
05,75984,4,2016-02-19T00:17:33Z
815,28695,3,2016-02-18T19:25:50Z
22,59441,3,2016-02-17T08:57:43Z
624,38203,0,2016-02-17T23:56:25Z
219,41178,3,2016-02-15T20:12:40Z
68,60508,1,2016-02-15T00:38:16Z
47,662,2,2016-02-16T13:03:00Z
325,2458,4,2016-02-15T03:28:00Z
211,962,1,2016-02-17T05:39:24Z
225,58335,4,2016-02-15T18:01:16Z
01,15601,1,2016-02-20T17:52:45Z
19,59351,4,2016-02-17T16:06:24Z
76,81785,3,2016-02-15T11:22:45Z
63,77383,3,2016-02-19T18:33:01Z
418,21125,3,2016-02-16T11:34:33Z
422,51663,0,2016-02-16T20:52:31Z
725,25463,3,2016-02-17T08:05:36Z
624,68330,0,2016-02-20T12:11:31Z
423,68549,0,2016-02-20T18:32:12Z
410,95860,1,2016-02-16T03:08:33Z
63,99963,2,2016-02-15T13:57:12Z
68,72169,4,2016-02-18T09:11:01Z
362,22693,3,2016-02-20T07:51:09Z
624,3365,4,2016-02-17T20:19:42Z
412,27916,2,2016-02-15T03:14:47Z
315,36904,0,2016-02-15T18:11:51Z
324,93340,0,2016-02-16T17:43:08Z
418,78472,4,2016-02-16T20:39:20Z
412,30975,0,2016-02-16T13:27:50Z
214,89392,0,2016-02-16T15:44:56Z
321,18442,2,2016-02-16T09:21:51Z
15,3754,2,2016-02-16T11:05:04Z
44,15745,2,2016-02-15T04:36:00Z
211,3708,3,2016-02-15T18:11:38Z
718,294,2,2016-02-19T01:16:07Z
620,59180,0,2016-02-15T20:22:44Z
423,47050,2,2016-02-19T13:35:12Z
418,87833,2,2016-02-20T06:15:19Z
211,36653,2,2016-02-18T07:35:49Z
42,50848,3,2016-02-18T18:14:36Z
342,77504,2,2016-02-15T13:15:49Z
42,13949,4,2016-02-20T07:18:08Z
74,87220,1,2016-02-18T11:02:23Z
34,41273,2,2016-02-17T16:41:15Z
12,63575,2,2016-02-20T04:25:48Z
325,39021,4,2016-02-15T18:10:20Z
324,51881,3,2016-02-17T13:54:07Z
624,60077,1,2016-02-15T08:11:09Z
39,11094,4,2016-02-19T01:46:49Z
418,49272,4,2016-02-15T13:02:21Z
416,11858,3,2016-02-15T13:18:11Z
49,84059,3,2016-02-18T13:12:44Z
61,41556,0,2016-02-16T09:00:52Z
223,34434,3,2016-02-17T03:19:46Z
423,80406,4,2016-02-19T06:18:50Z
422,69884,3,2016-02-19T13:27:49Z
74,6798,1,2016-02-18T23:35:12Z
725,36718,4,2016-02-19T13:23:51Z
07,30510,2,2016-02-18T01:53:46Z
312,72473,2,2016-02-16T10:54:53Z
320,12937,3,2016-02-17T05:14:27Z
218,50074,3,2016-02-17T13:24:40Z
75,44204,1,2016-02-18T14:41:39Z
42,65451,0,2016-02-18T06:18:33Z
214,64028,3,2016-02-15T05:41:00Z
616,63778,2,2016-02-17T13:09:27Z
323,12236,0,2016-02-20T04:30:07Z
219,9036,0,2016-02-18T00:59:25Z
220,81269,3,2016-02-16T15:32:56Z
214,14104,1,2016-02-17T20:25:40Z
21,84209,4,2016-02-18T14:40:46Z
18,85733,1,2016-02-16T18:11:11Z
717,66333,3,2016-02-18T06:28:16Z
22,15318,3,2016-02-16T08:26:59Z
26,91943,1,2016-02-16T10:02:16Z
411,62810,2,2016-02-19T04:17:56Z
213,37251,2,2016-02-19T10:33:09Z
219,50059,3,2016-02-20T04:39:15Z
425,50828,3,2016-02-20T08:27:42Z
619,29221,4,2016-02-15T10:24:38Z
342,50797,0,2016-02-19T15:59:24Z
24,28260,0,2016-02-18T04:34:19Z
35,45342,2,2016-02-19T01:29:24Z
765,28971,4,2016-02-19T11:16:58Z
217,63999,1,2016-02-16T05:27:01Z
716,16804,4,2016-02-19T03:48:23Z
24,5706,4,2016-02-16T19:35:20Z
12,41893,3,2016-02-17T11:38:51Z
34,52952,2,2016-02-18T10:36:37Z
68,85890,1,2016-02-19T17:17:12Z
622,53740,4,2016-02-18T11:20:58Z
716,13721,4,2016-02-16T23:29:30Z
11,74530,1,2016-02-16T22:25:41Z
61,54312,1,2016-02-17T10:04:51Z
323,72137,3,2016-02-19T11:38:39Z
12,73168,4,2016-02-20T10:10:28Z
722,94505,3,2016-02-18T18:52:39Z
621,21933,3,2016-02-19T18:09:53Z
